date,sku_id,category,subcategory,price,discount_percentage,rating,city,channel,weather,90_days_sales,light,vibrant
2023-04-01,SKU8284,Ethnic Wear,Kurta,1747,0,4.0,Bengaluru,Myntra,Summer,149,True,False
2023-10-26,SKU6861,Ethnic Wear,Lehenga,8603,15,4.0,Pune,Brand Website,Winter,137,False,True
2023-10-24,SKU7042,Ethnic Wear,Lehenga,8234,0,4.3,Mumbai,Brand Website,Winter,212,False,True
2024-02-15,SKU1894,Ethnic Wear,Kurta,2324,30,3.6,Prayagraj,Offline,Winter,64,True,False
2024-11-09,SKU8794,Ethnic Wear,Lehenga,10369,20,4.9,Bhopal,Brand Website,Winter,258,False,True
2025-07-19,SKU7859,Ethnic Wear,Kurta,1672,15,3.8,Lucknow,Myntra,Monsoon,99,True,False
2024-03-12,SKU4654,Ethnic Wear,Lehenga,8979,15,4.6,Hyderabad,Offline,Summer,62,False,True
2024-01-13,SKU6431,Ethnic Wear,Saree,4027,10,3.5,Prayagraj,Myntra,Winter,94,False,True
2024-02-03,SKU2887,Ethnic Wear,Saree,6398,30,4.0,Bengaluru,Offline,Winter,243,False,True
2024-06-20,SKU4241,Ethnic Wear,Kurta,2213,10,4.8,Pune,Myntra,Summer,163,True,False
2023-07-27,SKU4211,Ethnic Wear,Saree,4085,30,4.5,Mumbai,Myntra,Monsoon,187,False,True
2025-07-23,SKU2818,Ethnic Wear,Saree,4983,10,4.7,Lucknow,Myntra,Monsoon,127,False,True
2023-08-31,SKU9633,Ethnic Wear,Kurta,2091,0,4.7,Prayagraj,Brand Website,Monsoon,90,True,False
2025-05-29,SKU7196,Ethnic Wear,Lehenga,9001,0,4.6,Lucknow,Offline,Summer,38,False,True
2024-05-21,SKU9773,Ethnic Wear,Saree,4218,25,4.7,Pune,Myntra,Summer,189,False,True
2023-05-13,SKU4428,Ethnic Wear,Lehenga,8685,20,4.1,Delhi,Offline,Summer,69,False,True
2025-08-08,SKU9342,Ethnic Wear,Lehenga,8733,10,4.6,Lucknow,Offline,Monsoon,36,False,True
2025-04-01,SKU8918,Ethnic Wear,Saree,6391,25,3.6,Bhopal,Offline,Summer,59,False,True
2024-03-23,SKU4325,Ethnic Wear,Saree,5253,15,4.8,Bhopal,Myntra,Summer,120,False,True
2024-08-27,SKU5170,Ethnic Wear,Kurta,3320,20,4.0,Delhi,Myntra,Monsoon,189,True,False
2025-08-15,SKU8622,Ethnic Wear,Saree,5771,15,4.1,Lucknow,Offline,Monsoon,66,False,True
2025-06-23,SKU5473,Ethnic Wear,Kurta,2457,10,4.5,Prayagraj,Myntra,Summer,121,True,False
2023-06-10,SKU2350,Ethnic Wear,Lehenga,9132,0,3.6,Pune,Brand Website,Summer,27,False,True
2024-11-05,SKU1627,Ethnic Wear,Kurta,2524,10,4.6,Hyderabad,Offline,Winter,230,True,False
2023-10-10,SKU5496,Ethnic Wear,Lehenga,10224,10,3.5,Hyderabad,Brand Website,Winter,115,False,True
2023-01-25,SKU6679,Ethnic Wear,Lehenga,9933,25,4.3,Prayagraj,Offline,Winter,72,False,True
2024-03-05,SKU3445,Ethnic Wear,Kurta,3443,0,4.3,Prayagraj,Myntra,Summer,119,True,False
2024-10-03,SKU8679,Ethnic Wear,Kurta,2269,15,4.7,Bhopal,Offline,Winter,190,True,False
2023-03-03,SKU4433,Ethnic Wear,Lehenga,9534,0,4.4,Bhopal,Offline,Summer,27,False,True
2025-05-08,SKU9188,Ethnic Wear,Kurta,3243,25,4.6,Lucknow,Offline,Summer,159,True,False
2023-02-17,SKU9808,Ethnic Wear,Lehenga,10324,30,3.5,Pune,Offline,Winter,93,False,True
2025-03-11,SKU6410,Ethnic Wear,Kurta,1760,20,4.1,Prayagraj,Offline,Summer,113,True,False
2023-07-10,SKU6387,Ethnic Wear,Saree,4702,0,4.5,Bhopal,Brand Website,Monsoon,76,False,True
2023-05-23,SKU9005,Ethnic Wear,Kurta,3080,10,3.8,Mumbai,Myntra,Summer,153,True,False
2025-01-24,SKU9591,Ethnic Wear,Kurta,3623,0,3.8,Delhi,Offline,Winter,110,True,False
2023-09-22,SKU7731,Ethnic Wear,Kurta,3697,15,4.2,Prayagraj,Myntra,Monsoon,82,True,False
2025-06-04,SKU4382,Ethnic Wear,Saree,5944,0,4.4,Bengaluru,Myntra,Summer,128,False,True
2023-01-16,SKU9232,Ethnic Wear,Kurta,2084,15,3.6,Bhopal,Offline,Winter,73,True,False
2025-07-31,SKU5044,Ethnic Wear,Saree,5895,20,3.6,Lucknow,Brand Website,Monsoon,65,False,True
2024-09-01,SKU8476,Ethnic Wear,Lehenga,9601,20,4.7,Lucknow,Brand Website,Monsoon,62,False,True
2025-06-03,SKU7800,Ethnic Wear,Lehenga,9875,15,4.9,Hyderabad,Myntra,Summer,54,False,True
2024-05-05,SKU2565,Ethnic Wear,Kurta,2146,10,4.8,Prayagraj,Brand Website,Summer,133,True,False
2023-09-06,SKU2093,Ethnic Wear,Saree,5510,0,4.6,Hyderabad,Offline,Monsoon,80,False,True
2024-06-01,SKU6341,Ethnic Wear,Kurta,2349,20,3.6,Prayagraj,Offline,Summer,73,True,False
2025-03-28,SKU8567,Ethnic Wear,Lehenga,8796,15,3.6,Prayagraj,Offline,Summer,25,False,True
2025-08-08,SKU3236,Ethnic Wear,Lehenga,9985,15,3.6,Lucknow,Brand Website,Monsoon,39,False,True
2024-07-25,SKU4969,Ethnic Wear,Saree,4660,0,4.8,Bhopal,Myntra,Monsoon,112,False,True
2025-03-11,SKU3903,Ethnic Wear,Lehenga,8689,0,4.5,Pune,Myntra,Summer,37,False,True
2023-12-31,SKU5476,Ethnic Wear,Saree,4887,25,3.6,Bengaluru,Offline,Winter,217,False,True
2025-12-06,SKU4541,Ethnic Wear,Kurta,1921,15,4.5,Bhopal,Brand Website,Winter,104,True,False
2024-05-26,SKU1076,Ethnic Wear,Kurta,3034,0,3.8,Mumbai,Offline,Summer,98,True,False
2023-05-10,SKU1457,Ethnic Wear,Kurta,2403,0,4.7,Mumbai,Offline,Summer,197,True,False
2025-11-15,SKU3750,Ethnic Wear,Saree,4441,30,4.0,Bengaluru,Myntra,Winter,523,False,True
2025-05-26,SKU4105,Ethnic Wear,Saree,4494,0,3.8,Hyderabad,Brand Website,Summer,93,False,True
2024-10-09,SKU3844,Ethnic Wear,Lehenga,8049,15,3.8,Mumbai,Offline,Winter,148,False,True
2024-03-23,SKU5562,Ethnic Wear,Kurta,3183,10,4.7,Lucknow,Myntra,Summer,153,True,False
2024-10-26,SKU2668,Ethnic Wear,Kurta,3091,25,4.9,Bengaluru,Offline,Winter,255,True,False
2024-10-13,SKU3177,Ethnic Wear,Lehenga,9974,0,4.0,Lucknow,Myntra,Winter,126,False,True
2024-04-21,SKU8354,Ethnic Wear,Lehenga,10062,20,4.6,Prayagraj,Brand Website,Summer,30,False,True
2025-05-27,SKU1347,Ethnic Wear,Kurta,2497,20,3.6,Delhi,Offline,Summer,131,True,False
2025-02-08,SKU9171,Ethnic Wear,Kurta,2337,25,3.6,Pune,Myntra,Winter,139,True,False
2024-10-12,SKU8270,Ethnic Wear,Saree,4162,20,4.7,Lucknow,Myntra,Winter,291,False,True
2024-11-09,SKU5726,Ethnic Wear,Lehenga,9403,0,3.8,Mumbai,Myntra,Winter,193,False,True
2025-12-03,SKU5068,Ethnic Wear,Saree,5317,0,4.2,Hyderabad,Brand Website,Winter,154,False,True
2023-10-17,SKU9055,Ethnic Wear,Kurta,2336,0,3.6,Delhi,Myntra,Winter,216,True,False
2025-05-22,SKU4348,Ethnic Wear,Kurta,3413,10,3.7,Hyderabad,Brand Website,Summer,111,True,False
2024-09-12,SKU7947,Ethnic Wear,Kurta,2668,20,4.2,Bengaluru,Brand Website,Monsoon,160,True,False
2025-02-12,SKU8883,Ethnic Wear,Saree,4687,15,4.2,Delhi,Offline,Winter,269,False,True
2025-02-20,SKU8101,Ethnic Wear,Kurta,3250,30,3.6,Bengaluru,Offline,Winter,116,True,False
2023-12-26,SKU5918,Ethnic Wear,Lehenga,9053,15,4.2,Bengaluru,Brand Website,Winter,137,False,True
2023-10-07,SKU7146,Ethnic Wear,Saree,5922,0,3.7,Bhopal,Myntra,Winter,134,False,True
2025-05-01,SKU1210,Ethnic Wear,Saree,5616,25,4.1,Lucknow,Offline,Summer,90,False,True
2025-02-27,SKU2167,Ethnic Wear,Kurta,3816,0,3.8,Prayagraj,Myntra,Winter,63,True,False
2025-09-27,SKU5182,Ethnic Wear,Lehenga,9508,25,3.6,Lucknow,Brand Website,Monsoon,39,False,True
2023-02-27,SKU4970,Ethnic Wear,Saree,4605,10,4.4,Bhopal,Myntra,Winter,265,False,True
2023-11-27,SKU3414,Ethnic Wear,Lehenga,8050,0,4.7,Pune,Myntra,Winter,308,False,True
2023-06-14,SKU7297,Ethnic Wear,Lehenga,10123,0,4.8,Prayagraj,Brand Website,Summer,29,False,True
2025-10-22,SKU7993,Ethnic Wear,Saree,6183,25,4.8,Pune,Brand Website,Winter,278,False,True
2024-12-06,SKU7743,Ethnic Wear,Lehenga,8584,10,4.6,Delhi,Myntra,Winter,255,False,True
2025-10-04,SKU7520,Ethnic Wear,Kurta,1506,0,3.6,Pune,Myntra,Winter,188,True,False
2025-06-01,SKU9600,Ethnic Wear,Saree,4698,0,4.1,Prayagraj,Brand Website,Summer,81,False,True
2023-08-14,SKU4244,Ethnic Wear,Lehenga,9845,20,4.7,Bhopal,Myntra,Monsoon,46,False,True
2025-04-17,SKU1966,Ethnic Wear,Saree,5805,25,4.9,Bengaluru,Myntra,Summer,119,False,True
2025-02-12,SKU3721,Ethnic Wear,Kurta,2010,10,3.6,Delhi,Offline,Winter,84,True,False
2023-07-26,SKU4846,Ethnic Wear,Lehenga,8038,0,3.9,Bhopal,Offline,Monsoon,35,False,True
2023-01-15,SKU1685,Ethnic Wear,Lehenga,9538,20,4.3,Delhi,Myntra,Winter,154,False,True
2025-05-29,SKU5355,Ethnic Wear,Saree,5378,10,4.5,Bhopal,Offline,Summer,79,False,True
2025-03-27,SKU6164,Ethnic Wear,Lehenga,9550,20,3.6,Hyderabad,Offline,Summer,38,False,True
2023-10-12,SKU1050,Ethnic Wear,Saree,4105,20,3.7,Bhopal,Brand Website,Winter,212,False,True
2025-08-31,SKU5072,Ethnic Wear,Lehenga,10109,15,4.5,Lucknow,Offline,Monsoon,26,False,True
2023-04-04,SKU6278,Ethnic Wear,Saree,5333,25,4.2,Mumbai,Brand Website,Summer,152,False,True
2025-09-02,SKU7556,Ethnic Wear,Saree,4411,25,4.1,Delhi,Offline,Monsoon,123,False,True
2023-06-28,SKU3345,Ethnic Wear,Saree,5234,30,4.5,Mumbai,Myntra,Summer,182,False,True
2025-09-14,SKU8648,Ethnic Wear,Kurta,3714,0,3.9,Bengaluru,Offline,Monsoon,64,True,False
2023-11-25,SKU2728,Ethnic Wear,Kurta,2837,15,4.6,Prayagraj,Brand Website,Winter,136,True,False
2023-10-06,SKU5220,Ethnic Wear,Kurta,3689,25,4.6,Bhopal,Brand Website,Winter,143,True,False
2023-05-13,SKU6452,Ethnic Wear,Lehenga,9405,15,4.9,Hyderabad,Brand Website,Summer,67,False,True
2024-06-14,SKU7252,Ethnic Wear,Kurta,1973,10,3.6,Prayagraj,Myntra,Summer,86,True,False
2023-09-18,SKU4082,Ethnic Wear,Saree,5283,15,4.4,Delhi,Brand Website,Monsoon,109,False,True
2024-10-16,SKU9775,Ethnic Wear,Saree,5495,30,4.5,Hyderabad,Offline,Winter,321,False,True
2025-08-01,SKU4639,Ethnic Wear,Kurta,2794,0,4.7,Delhi,Offline,Monsoon,111,True,False
2023-10-29,SKU4586,Ethnic Wear,Saree,6463,10,3.7,Bhopal,Brand Website,Winter,162,False,True
2023-09-10,SKU1562,Ethnic Wear,Lehenga,9120,30,4.6,Lucknow,Offline,Monsoon,40,False,True
2025-02-10,SKU4534,Ethnic Wear,Lehenga,8240,30,4.0,Bhopal,Offline,Winter,147,False,True
2023-04-18,SKU4450,Ethnic Wear,Lehenga,8733,30,4.2,Hyderabad,Brand Website,Summer,57,False,True
2024-11-22,SKU3608,Ethnic Wear,Saree,5730,25,4.2,Mumbai,Brand Website,Winter,450,False,True
2024-08-02,SKU7412,Ethnic Wear,Lehenga,9156,25,4.9,Prayagraj,Myntra,Monsoon,58,False,True
2024-10-24,SKU9978,Ethnic Wear,Kurta,3877,30,4.7,Prayagraj,Myntra,Winter,214,True,False
2025-06-23,SKU8496,Ethnic Wear,Kurta,3476,10,4.8,Bengaluru,Brand Website,Summer,138,True,False
2023-07-28,SKU1149,Ethnic Wear,Lehenga,8604,15,4.9,Lucknow,Brand Website,Monsoon,54,False,True
2025-08-28,SKU3756,Ethnic Wear,Saree,4735,0,3.7,Mumbai,Myntra,Monsoon,119,False,True
2025-04-07,SKU6545,Ethnic Wear,Lehenga,9003,0,3.7,Prayagraj,Myntra,Summer,28,False,True
2025-02-07,SKU5959,Ethnic Wear,Lehenga,8367,30,4.2,Bengaluru,Brand Website,Winter,203,False,True
2025-06-30,SKU7260,Ethnic Wear,Lehenga,9504,0,3.7,Pune,Brand Website,Summer,28,False,True
2025-09-09,SKU9015,Ethnic Wear,Lehenga,9121,25,4.6,Hyderabad,Myntra,Monsoon,81,False,True
2025-06-07,SKU7290,Ethnic Wear,Lehenga,9222,20,3.7,Bhopal,Brand Website,Summer,33,False,True
2023-02-10,SKU9806,Ethnic Wear,Lehenga,9612,20,4.7,Bengaluru,Offline,Winter,170,False,True
2023-09-12,SKU9684,Ethnic Wear,Lehenga,8849,25,4.8,Bhopal,Myntra,Monsoon,50,False,True
2024-10-05,SKU3948,Ethnic Wear,Saree,4503,0,3.7,Mumbai,Brand Website,Winter,207,False,True
2023-09-13,SKU2438,Ethnic Wear,Kurta,3573,10,4.0,Pune,Myntra,Monsoon,129,True,False
2025-11-29,SKU1001,Ethnic Wear,Kurta,2701,25,4.3,Hyderabad,Offline,Winter,174,True,False
2025-11-11,SKU9035,Ethnic Wear,Saree,4859,25,3.6,Lucknow,Brand Website,Winter,387,False,True
2024-09-05,SKU4884,Ethnic Wear,Kurta,2381,0,4.4,Mumbai,Myntra,Monsoon,148,True,False
2025-05-14,SKU6882,Ethnic Wear,Lehenga,8304,20,3.9,Pune,Myntra,Summer,52,False,True
2024-06-04,SKU3675,Ethnic Wear,Kurta,3242,25,3.7,Prayagraj,Offline,Summer,81,True,False
2025-11-13,SKU5413,Ethnic Wear,Saree,6477,0,4.1,Hyderabad,Brand Website,Winter,255,False,True
2024-05-21,SKU8104,Ethnic Wear,Lehenga,8317,10,3.7,Prayagraj,Myntra,Summer,29,False,True
2023-07-02,SKU9984,Ethnic Wear,Saree,5486,10,4.7,Prayagraj,Myntra,Monsoon,77,False,True
2025-02-11,SKU4698,Ethnic Wear,Kurta,2410,15,4.9,Pune,Myntra,Winter,163,True,False
2024-09-19,SKU3023,Ethnic Wear,Lehenga,10411,30,4.7,Bengaluru,Brand Website,Monsoon,53,False,True
2023-07-22,SKU6716,Ethnic Wear,Saree,4196,0,4.0,Pune,Brand Website,Monsoon,112,False,True
2025-12-24,SKU3960,Ethnic Wear,Lehenga,10259,20,4.8,Lucknow,Brand Website,Winter,137,False,True
2025-11-17,SKU3090,Ethnic Wear,Lehenga,8636,25,3.7,Pune,Myntra,Winter,243,False,True
2025-01-28,SKU5380,Ethnic Wear,Lehenga,9020,25,4.4,Mumbai,Brand Website,Winter,130,False,True
2024-08-10,SKU8191,Ethnic Wear,Lehenga,9129,15,4.3,Lucknow,Offline,Monsoon,37,False,True
2024-09-17,SKU4748,Ethnic Wear,Kurta,3165,30,4.0,Pune,Brand Website,Monsoon,113,True,False
2023-07-11,SKU2302,Ethnic Wear,Kurta,2176,20,3.6,Delhi,Brand Website,Monsoon,184,True,False
2025-11-07,SKU9074,Ethnic Wear,Lehenga,8558,15,4.2,Mumbai,Offline,Winter,309,False,True
2024-01-25,SKU9722,Ethnic Wear,Kurta,1529,25,4.1,Delhi,Offline,Winter,151,True,False
2025-12-17,SKU6653,Ethnic Wear,Lehenga,10495,0,4.4,Hyderabad,Brand Website,Winter,164,False,True
2025-01-21,SKU9577,Ethnic Wear,Kurta,2046,20,4.0,Hyderabad,Myntra,Winter,106,True,False
2023-08-20,SKU9118,Ethnic Wear,Saree,5384,25,3.9,Prayagraj,Myntra,Monsoon,91,False,True
2024-08-24,SKU2931,Ethnic Wear,Saree,5084,0,3.5,Pune,Offline,Monsoon,62,False,True
2025-11-21,SKU7449,Ethnic Wear,Lehenga,8145,15,4.8,Hyderabad,Offline,Winter,357,False,True
2025-07-31,SKU1942,Ethnic Wear,Lehenga,9345,10,4.0,Lucknow,Myntra,Monsoon,33,False,True
2023-07-27,SKU4050,Ethnic Wear,Kurta,3264,15,3.8,Prayagraj,Offline,Monsoon,66,True,False
2023-01-15,SKU3518,Ethnic Wear,Saree,4637,30,4.5,Prayagraj,Myntra,Winter,125,False,True
2025-05-27,SKU7477,Ethnic Wear,Saree,4746,20,4.7,Lucknow,Offline,Summer,88,False,True
2024-12-25,SKU8185,Ethnic Wear,Kurta,3277,0,4.0,Bhopal,Myntra,Winter,96,True,False
2023-03-24,SKU4251,Ethnic Wear,Saree,4547,15,4.1,Delhi,Myntra,Summer,146,False,True
2025-09-08,SKU1517,Ethnic Wear,Kurta,2588,0,4.1,Bengaluru,Brand Website,Monsoon,126,True,False
2025-03-07,SKU3087,Ethnic Wear,Lehenga,8538,0,4.9,Lucknow,Offline,Summer,48,False,True
2023-01-28,SKU3066,Ethnic Wear,Lehenga,8968,0,4.5,Bengaluru,Offline,Winter,68,False,True
2024-07-31,SKU1131,Ethnic Wear,Saree,5990,0,4.6,Prayagraj,Offline,Monsoon,46,False,True
2023-08-24,SKU3498,Ethnic Wear,Saree,5079,25,3.9,Bengaluru,Myntra,Monsoon,148,False,True
2025-10-25,SKU4250,Ethnic Wear,Kurta,2242,0,5.0,Bhopal,Brand Website,Winter,184,True,False
2025-04-01,SKU3436,Ethnic Wear,Kurta,1657,10,5.0,Hyderabad,Myntra,Summer,270,True,False
2023-07-06,SKU7984,Ethnic Wear,Kurta,1708,15,4.1,Mumbai,Brand Website,Monsoon,161,True,False
2025-11-10,SKU6507,Ethnic Wear,Kurta,3249,25,3.6,Prayagraj,Offline,Winter,95,True,False
2025-05-06,SKU6956,Ethnic Wear,Lehenga,9011,10,4.8,Pune,Offline,Summer,39,False,True
2024-10-20,SKU1008,Ethnic Wear,Lehenga,8868,10,4.2,Mumbai,Brand Website,Winter,213,False,True
2025-10-03,SKU2650,Ethnic Wear,Saree,5489,10,4.0,Prayagraj,Myntra,Winter,140,False,True
2025-01-10,SKU1223,Ethnic Wear,Saree,6412,20,4.4,Bengaluru,Offline,Winter,108,False,True
2023-09-25,SKU4441,Ethnic Wear,Kurta,3965,0,3.6,Prayagraj,Myntra,Monsoon,94,True,False
2023-07-22,SKU4120,Ethnic Wear,Saree,4306,20,4.4,Hyderabad,Brand Website,Monsoon,128,False,True
2023-11-11,SKU8769,Ethnic Wear,Lehenga,8179,0,3.8,Hyderabad,Brand Website,Winter,235,False,True
2023-08-29,SKU5137,Ethnic Wear,Saree,5786,0,4.2,Lucknow,Offline,Monsoon,59,False,True
2024-07-15,SKU9255,Ethnic Wear,Lehenga,8528,10,3.6,Mumbai,Myntra,Monsoon,61,False,True
2025-12-26,SKU4116,Ethnic Wear,Lehenga,10103,0,3.7,Prayagraj,Offline,Winter,79,False,True
2024-07-10,SKU7293,Ethnic Wear,Lehenga,8847,0,3.5,Prayagraj,Offline,Monsoon,21,False,True
2025-12-11,SKU9401,Ethnic Wear,Lehenga,9060,10,4.8,Bhopal,Brand Website,Winter,112,False,True
2023-04-04,SKU5399,Ethnic Wear,Kurta,3685,0,3.9,Delhi,Myntra,Summer,168,True,False
2024-05-24,SKU5550,Ethnic Wear,Kurta,2360,20,3.7,Bengaluru,Offline,Summer,145,True,False
2024-06-24,SKU7047,Ethnic Wear,Lehenga,8547,15,4.8,Lucknow,Myntra,Summer,51,False,True
2024-07-26,SKU1938,Ethnic Wear,Kurta,2223,10,5.0,Mumbai,Offline,Monsoon,148,True,False
2024-02-27,SKU2743,Ethnic Wear,Saree,5811,0,4.0,Prayagraj,Brand Website,Winter,110,False,True
2025-06-07,SKU7479,Ethnic Wear,Kurta,3009,0,4.9,Bengaluru,Offline,Summer,113,True,False
2025-10-01,SKU8526,Ethnic Wear,Kurta,2238,25,3.9,Bengaluru,Myntra,Winter,208,True,False
2023-05-28,SKU7458,Ethnic Wear,Kurta,3246,0,4.2,Hyderabad,Myntra,Summer,160,True,False
2023-10-09,SKU7594,Ethnic Wear,Lehenga,8048,20,3.6,Delhi,Brand Website,Winter,183,False,True
2023-09-28,SKU2802,Ethnic Wear,Kurta,2517,30,3.6,Mumbai,Brand Website,Monsoon,137,True,False
2024-11-24,SKU1221,Ethnic Wear,Lehenga,8348,0,3.7,Mumbai,Myntra,Winter,303,False,True
2025-09-07,SKU8279,Ethnic Wear,Saree,4632,0,3.6,Bengaluru,Offline,Monsoon,71,False,True
2023-07-30,SKU9906,Ethnic Wear,Kurta,3730,10,3.7,Delhi,Myntra,Monsoon,177,True,False
2023-02-19,SKU7804,Ethnic Wear,Kurta,2428,15,4.1,Bengaluru,Myntra,Winter,116,True,False
2023-08-19,SKU5699,Ethnic Wear,Saree,6014,0,5.0,Hyderabad,Brand Website,Monsoon,98,False,True
2024-11-14,SKU5617,Ethnic Wear,Lehenga,8484,10,4.9,Lucknow,Myntra,Winter,339,False,True
2025-12-22,SKU1710,Ethnic Wear,Saree,5371,20,3.8,Bengaluru,Myntra,Winter,223,False,True
2024-07-09,SKU5940,Ethnic Wear,Kurta,3544,25,4.1,Pune,Offline,Monsoon,87,True,False
2023-10-28,SKU2251,Ethnic Wear,Lehenga,9311,0,4.1,Mumbai,Myntra,Winter,186,False,True
2025-05-25,SKU8838,Ethnic Wear,Lehenga,9140,0,3.6,Delhi,Myntra,Summer,61,False,True
2025-10-09,SKU3979,Ethnic Wear,Saree,5736,15,4.5,Prayagraj,Offline,Winter,160,False,True
2025-10-15,SKU3264,Ethnic Wear,Saree,6206,20,4.2,Hyderabad,Offline,Winter,227,False,True
2025-05-13,SKU4770,Ethnic Wear,Lehenga,10158,20,4.7,Prayagraj,Myntra,Summer,52,False,True
2023-01-06,SKU4593,Ethnic Wear,Saree,4832,30,3.5,Delhi,Myntra,Winter,192,False,True
2025-01-09,SKU3188,Ethnic Wear,Saree,4570,10,4.2,Delhi,Myntra,Winter,227,False,True
2023-04-25,SKU7898,Ethnic Wear,Kurta,2064,0,4.9,Hyderabad,Myntra,Summer,212,True,False
2025-01-31,SKU7184,Ethnic Wear,Saree,4221,25,3.7,Mumbai,Brand Website,Winter,185,False,True
2025-01-18,SKU8812,Ethnic Wear,Kurta,2078,0,3.9,Bengaluru,Myntra,Winter,80,True,False
2023-10-14,SKU7823,Ethnic Wear,Saree,6160,25,4.9,Bengaluru,Myntra,Winter,308,False,True
2023-01-28,SKU6526,Ethnic Wear,Lehenga,9174,0,3.7,Bhopal,Brand Website,Winter,65,False,True
2023-01-23,SKU1526,Ethnic Wear,Kurta,3123,30,4.1,Bengaluru,Brand Website,Winter,150,True,False
2024-09-18,SKU8443,Ethnic Wear,Lehenga,8931,15,4.9,Pune,Brand Website,Monsoon,52,False,True
2024-03-09,SKU9544,Ethnic Wear,Lehenga,9640,20,3.6,Prayagraj,Myntra,Summer,32,False,True
2025-04-09,SKU2264,Ethnic Wear,Saree,5558,0,3.6,Bhopal,Offline,Summer,57,False,True
2023-08-02,SKU7950,Ethnic Wear,Kurta,1818,10,4.4,Hyderabad,Offline,Monsoon,137,True,False
2023-08-07,SKU1459,Ethnic Wear,Kurta,1767,0,4.4,Hyderabad,Offline,Monsoon,120,True,False
2023-03-08,SKU6064,Ethnic Wear,Kurta,2484,10,3.6,Hyderabad,Brand Website,Summer,142,True,False
2024-10-06,SKU1735,Ethnic Wear,Kurta,1881,10,3.5,Bhopal,Myntra,Winter,141,True,False
2024-10-06,SKU5626,Ethnic Wear,Kurta,3100,25,4.0,Prayagraj,Brand Website,Winter,119,True,False
2025-10-28,SKU2595,Ethnic Wear,Lehenga,8413,20,4.7,Lucknow,Offline,Winter,127,False,True
2023-11-07,SKU8814,Ethnic Wear,Kurta,3396,0,4.8,Mumbai,Offline,Winter,161,True,False
2023-10-16,SKU4794,Ethnic Wear,Lehenga,8659,20,4.3,Hyderabad,Brand Website,Winter,201,False,True
2024-11-25,SKU9573,Ethnic Wear,Kurta,2691,10,4.4,Lucknow,Offline,Winter,193,True,False
2023-06-03,SKU1655,Ethnic Wear,Kurta,2124,20,4.4,Prayagraj,Myntra,Summer,143,True,False
2023-06-28,SKU1244,Ethnic Wear,Lehenga,10043,0,4.2,Bengaluru,Offline,Summer,32,False,True
2025-01-14,SKU3645,Ethnic Wear,Lehenga,9447,0,3.6,Delhi,Offline,Winter,80,False,True
2025-06-24,SKU8548,Ethnic Wear,Saree,4575,0,5.0,Pune,Offline,Summer,108,False,True
2023-09-22,SKU6955,Ethnic Wear,Saree,5805,10,4.3,Pune,Offline,Monsoon,77,False,True
2025-04-26,SKU6138,Ethnic Wear,Lehenga,10072,15,3.9,Lucknow,Myntra,Summer,51,False,True
2023-01-17,SKU1699,Ethnic Wear,Kurta,2133,30,3.7,Mumbai,Brand Website,Winter,132,True,False
2025-08-04,SKU7541,Ethnic Wear,Saree,4382,10,4.2,Delhi,Myntra,Monsoon,170,False,True
2023-08-10,SKU8616,Ethnic Wear,Kurta,3125,30,4.1,Delhi,Myntra,Monsoon,194,True,False
2025-09-22,SKU2056,Ethnic Wear,Lehenga,8870,25,4.6,Lucknow,Offline,Monsoon,32,False,True
2025-08-20,SKU8447,Ethnic Wear,Kurta,2096,25,3.8,Mumbai,Brand Website,Monsoon,181,True,False
2025-08-27,SKU7230,Ethnic Wear,Saree,4874,0,3.8,Mumbai,Offline,Monsoon,60,False,True
2023-12-27,SKU7929,Ethnic Wear,Lehenga,8342,0,3.6,Pune,Offline,Winter,95,False,True
2024-03-14,SKU5887,Ethnic Wear,Lehenga,9062,0,4.7,Bhopal,Offline,Summer,28,False,True
2024-02-11,SKU8021,Ethnic Wear,Kurta,2930,15,4.2,Lucknow,Offline,Winter,90,True,False
2025-03-07,SKU3632,Ethnic Wear,Lehenga,8040,20,4.7,Prayagraj,Offline,Summer,46,False,True
2024-10-10,SKU2274,Ethnic Wear,Lehenga,8058,0,4.8,Bengaluru,Offline,Winter,195,False,True
2025-04-12,SKU9182,Ethnic Wear,Lehenga,9076,20,4.6,Lucknow,Myntra,Summer,65,False,True
2023-07-19,SKU3059,Ethnic Wear,Lehenga,8149,0,4.6,Bhopal,Brand Website,Monsoon,39,False,True
2024-03-18,SKU9947,Ethnic Wear,Saree,5425,0,4.9,Bengaluru,Brand Website,Summer,140,False,True
2024-09-10,SKU1235,Ethnic Wear,Kurta,2757,20,4.7,Lucknow,Offline,Monsoon,85,True,False
2024-12-21,SKU9177,Ethnic Wear,Saree,5442,30,4.3,Bhopal,Offline,Winter,194,False,True
2025-02-03,SKU2857,Ethnic Wear,Saree,4724,20,4.4,Bengaluru,Offline,Winter,243,False,True
2023-07-23,SKU5669,Ethnic Wear,Saree,4358,30,4.8,Prayagraj,Brand Website,Monsoon,92,False,True
2023-07-24,SKU1269,Ethnic Wear,Saree,5819,20,4.4,Prayagraj,Myntra,Monsoon,71,False,True
2025-07-20,SKU5749,Ethnic Wear,Kurta,3759,15,3.7,Prayagraj,Myntra,Monsoon,108,True,False
2025-03-21,SKU3038,Ethnic Wear,Saree,4031,10,4.7,Lucknow,Offline,Summer,108,False,True
